ix,iy,clng,clat,town,anchor_count,anchor_names,n_entity_0hop,n_entity_1hop,mentions_0hop,mentions_1hop,official_0hop,official_1hop,poi_count,avg_rating,review_total,culture_0hop,culture_1hop,tourism,mismatch_0hop,mismatch_1hop,category_0hop,category_1hop
7,10,112.87175,22.84525,未标注,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
7,11,112.87175,22.84975,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
7,12,112.87175,22.85425,西樵镇,0,,0,0,0,0,0,0,14,0.0,0,0.0,0.0,20.18,20.18,20.18,双低空白,双低空白
7,13,112.87175,22.85875,西樵镇,0,,0,0,0,0,0,0,2,0.0,9,0.0,0.0,23.38,23.38,23.38,双低空白,双低空白
7,14,112.87175,22.86325,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
7,15,112.87175,22.86775,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
7,16,112.87175,22.87225,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
7,17,112.87175,22.87675,西樵镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
7,18,112.87175,22.88125,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
7,30,112.87175,22.93525,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
7,31,112.87175,22.93975,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
7,32,112.87175,22.94425,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
7,33,112.87175,22.94875,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
7,34,112.87175,22.95325,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
7,54,112.87175,23.04325,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
7,63,112.87175,23.08375,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
7,64,112.87175,23.08825,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
7,65,112.87175,23.09275,丹灶镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
7,66,112.87175,23.09725,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,11,112.87625,22.84975,未标注,0,,0,0,0,0,0,0,1,4.5,200,0.0,0.0,58.16,58.16,58.16,空心景点,空心景点
8,12,112.87625,22.85425,西樵镇,0,,0,0,0,0,0,0,2,0.0,0,0.0,0.0,8.18,8.18,8.18,双低空白,双低空白
8,13,112.87625,22.85875,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,14,112.87625,22.86325,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,15,112.87625,22.86775,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,16,112.87625,22.87225,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,17,112.87625,22.87675,西樵镇,0,,0,0,0,0,0,0,1,4.4,1,0.0,0.0,27.34,27.34,27.34,一般地带,一般地带
8,18,112.87625,22.88125,西樵镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
8,28,112.87625,22.92625,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,29,112.87625,22.93075,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,30,112.87625,22.93525,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,31,112.87625,22.93975,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,32,112.87625,22.94425,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,33,112.87625,22.94875,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,34,112.87625,22.95325,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,52,112.87625,23.03425,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,53,112.87625,23.03875,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,54,112.87625,23.04325,丹灶镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
8,55,112.87625,23.04775,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,56,112.87625,23.05225,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,57,112.87625,23.05675,丹灶镇,0,,0,0,0,0,0,0,3,4.5,12,0.0,0.0,45.26,45.26,45.26,一般地带,一般地带
8,58,112.87625,23.06125,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,59,112.87625,23.06575,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,60,112.87625,23.07025,丹灶镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
8,61,112.87625,23.07475,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,62,112.87625,23.07925,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,63,112.87625,23.08375,丹灶镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
8,64,112.87625,23.08825,丹灶镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
8,65,112.87625,23.09275,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
8,66,112.87625,23.09725,丹灶镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
8,67,112.87625,23.10175,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,11,112.88075,22.84975,未标注,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,12,112.88075,22.85425,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,13,112.88075,22.85875,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,14,112.88075,22.86325,西樵镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
9,15,112.88075,22.86775,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,16,112.88075,22.87225,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,17,112.88075,22.87675,西樵镇,1,狮舞（广东醒狮）,2,45,73,2140,2,32,1,0.0,0,53.45,73.13,5.16,-48.29,-67.97,沉睡潜力,沉睡潜力
9,27,112.88075,22.92175,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,28,112.88075,22.92625,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,29,112.88075,22.93075,西樵镇,0,,1,4,6,345,1,3,1,0.0,0,26.88,47.35,5.16,-21.72,-42.18,一般地带,一般地带
9,30,112.88075,22.93525,西樵镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
9,31,112.88075,22.93975,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,32,112.88075,22.94425,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,33,112.88075,22.94875,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,34,112.88075,22.95325,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,35,112.88075,22.95775,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,47,112.88075,23.01175,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,48,112.88075,23.01625,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,50,112.88075,23.02525,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,51,112.88075,23.02975,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,52,112.88075,23.03425,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,53,112.88075,23.03875,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,54,112.88075,23.04325,丹灶镇,0,,1,7,4,492,1,6,4,0.0,0,23.89,53.34,11.99,-11.9,-41.35,双低空白,沉睡潜力
9,55,112.88075,23.04775,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,56,112.88075,23.05225,丹灶镇,1,丹灶镇仙岗社区,2,52,112,1826,2,44,0,0.0,0,57.21,74.14,0.0,-57.21,-74.14,沉睡潜力,沉睡潜力
9,57,112.88075,23.05675,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,58,112.88075,23.06125,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,59,112.88075,23.06575,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,60,112.88075,23.07025,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,61,112.88075,23.07475,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,62,112.88075,23.07925,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,63,112.88075,23.08375,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,64,112.88075,23.08825,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,65,112.88075,23.09275,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,66,112.88075,23.09725,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,67,112.88075,23.10175,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,68,112.88075,23.10625,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,69,112.88075,23.11075,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
9,70,112.88075,23.11525,丹灶镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
10,11,112.88525,22.84975,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,12,112.88525,22.85425,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,13,112.88525,22.85875,西樵镇,0,,0,0,0,0,0,0,1,4.1,2,0.0,0.0,28.81,28.81,28.81,一般地带,一般地带
10,14,112.88525,22.86325,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,15,112.88525,22.86775,西樵镇,0,,0,0,0,0,0,0,1,4.7,1,0.0,0.0,28.54,28.54,28.54,一般地带,一般地带
10,16,112.88525,22.87225,西樵镇,0,,0,0,0,0,0,0,1,4.4,1,0.0,0.0,27.34,27.34,27.34,一般地带,一般地带
10,17,112.88525,22.87675,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,26,112.88525,22.91725,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,27,112.88525,22.92175,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,28,112.88525,22.92625,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,29,112.88525,22.93075,西樵镇,1,平沙岛,1,4,6,345,1,3,1,0.0,0,26.88,47.35,5.16,-21.72,-42.18,一般地带,一般地带
10,30,112.88525,22.93525,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,31,112.88525,22.93975,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,32,112.88525,22.94425,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,33,112.88525,22.94875,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,34,112.88525,22.95325,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,35,112.88525,22.95775,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,46,112.88525,23.00725,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,47,112.88525,23.01175,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,48,112.88525,23.01625,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,49,112.88525,23.02075,丹灶镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
10,50,112.88525,23.02525,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,51,112.88525,23.02975,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,52,112.88525,23.03425,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,53,112.88525,23.03875,丹灶镇,2,仙迹丹泉|阴骘井,1,9,8,113,1,8,3,3.53,3,29.12,45.42,33.6,4.48,-11.82,一般地带,一般地带
10,54,112.88525,23.04325,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,55,112.88525,23.04775,丹灶镇,1,贞烈牌坊,1,7,4,492,1,6,1,3.9,1,23.89,53.34,25.34,1.44,-28.0,一般地带,沉睡潜力
10,56,112.88525,23.05225,丹灶镇,0,,2,52,112,1826,2,44,1,0.0,0,57.21,74.14,5.16,-52.05,-68.97,沉睡潜力,沉睡潜力
10,57,112.88525,23.05675,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,58,112.88525,23.06125,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,59,112.88525,23.06575,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,60,112.88525,23.07025,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,61,112.88525,23.07475,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,62,112.88525,23.07925,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,63,112.88525,23.08375,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,64,112.88525,23.08825,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,65,112.88525,23.09275,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,66,112.88525,23.09725,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,67,112.88525,23.10175,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,68,112.88525,23.10625,丹灶镇,0,,0,0,0,0,0,0,3,0.0,0,0.0,0.0,10.33,10.33,10.33,双低空白,双低空白
10,69,112.88525,23.11075,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
10,70,112.88525,23.11525,丹灶镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
11,11,112.88975,22.84975,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
11,12,112.88975,22.85425,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
11,13,112.88975,22.85875,西樵镇,0,,0,0,0,0,0,0,1,0.0,0,0.0,0.0,5.16,5.16,5.16,双低空白,双低空白
11,14,112.88975,22.86325,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
11,15,112.88975,22.86775,西樵镇,0,,0,0,0,0,0,0,1,4.3,1,0.0,0.0,26.94,26.94,26.94,一般地带,一般地带
11,16,112.88975,22.87225,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
11,17,112.88975,22.87675,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
11,25,112.88975,22.91275,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
11,26,112.88975,22.91725,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
11,27,112.88975,22.92175,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
11,28,112.88975,22.92625,西樵镇,0,,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,双低空白,双低空白
