id,name,category,original_type,address,town,lng,lat,rating,source,has_nonheritage,has_cultural_anchor,nonheritage_match,cultural_anchors,query_type,original_category,is_cultural_tourism
B0FFHS5BUQ,宣抚使梁公祠,人文古迹,风景名胜;风景名胜;寺庙道观,中村路与清风路交叉口东北100米,桂城街道,113.157707,23.005957,4,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFHROM95,黎氏宗祠,人文古迹,风景名胜;风景名胜;寺庙道观,桂城街道罗芳村罗东文化室黎氏祠堂,桂城街道,113.169065,23.049273,4.1,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFHOJ880,灵王古庙,宗教场所,风景名胜;风景名胜;寺庙道观,狮山镇官窑街沙头村文智村,狮山镇,112.992351,23.211164,4.1,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFHLTCIH,石碣朗枝岗健身公园,公园绿地,风景名胜;公园广场;公园|体育休闲服务;运动场馆;户外健身场所,石碣村,大沥镇,113.08804,23.152971,4,api,FALSE,TRUE,,佛鹤狮头制作,旅游景点,自然景观,TRUE
B0FFH45OVG,宋提督梁公祠,人文古迹,风景名胜;风景名胜;寺庙道观,平洲平西路上良北街23号,桂城街道,113.195264,23.020945,3.8,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFH44SLF,莲园,公园绿地,风景名胜;公园广场;公园,布新大道与官里路交叉口西南280米,大沥镇,113.102695,23.214909,4,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFH43J60,雪松刘公祠,人文古迹,风景名胜;风景名胜相关;旅游景点,东向大街七巷与东向大街交叉口西160米,里水镇,113.134854,23.10241,4,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFH438A9,松隐家塾,人文古迹,风景名胜;风景名胜相关;旅游景点,颜边村新街34附近,里水镇,113.153404,23.090776,3.9,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFH4051X,区氏大宗祠,人文古迹,风景名胜;风景名胜;寺庙道观,奇槎路,里水镇,113.138333,23.083107,4.2,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFGKB2EC,月川高公祠,人文古迹,风景名胜;风景名胜;寺庙道观,右江村新村街北150米,丹灶镇,112.955501,23.045104,4,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFFTNSFT,泌冲社区群众文化广场,公园绿地,风景名胜;公园广场;城市广场,大沥镇泌冲社区,大沥镇,113.179154,23.152017,4,api,FALSE,FALSE,,,旅游景点,自然景观,FALSE
B0FFFTB749,迎宾广场,公园绿地,风景名胜;公园广场;城市广场,西樵镇512县道松塘村总公交站东南,西樵镇,112.914121,22.98512,4,api,FALSE,TRUE,,松塘汇川家塾;松塘见五大夫祠;区梦觉故居;松塘太史第;松塘六世祖祠;松塘区氏宗祠;松塘司马第;沙基圩;松塘村“出色”巡游;松塘村孔子诞;松塘翘秀园;松塘甘井;松塘培元书舍;松塘塘西六世祖祠,旅游景点,自然景观,FALSE
B0FFFA08UD,李氏宗祠,人文古迹,风景名胜;风景名胜;寺庙道观,华沙路与富民三路交叉口西北340米,狮山镇,112.99534,23.19254,3.8,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B02F50WH85,河滨公园,公园绿地,风景名胜;公园广场;公园,西樵汽车站附近,西樵镇,112.98903,22.946354,3.8,api,FALSE,TRUE,,西樵传统缫丝技艺,旅游景点,自然景观,TRUE
B02F503A1O,贵州孔公祠,人文古迹,风景名胜;风景名胜;寺庙道观,石石线与石塘路交叉口西南360米,大沥镇,113.085653,23.154917,4,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFHDSW5V,华光庙广场,公园绿地,风景名胜;公园广场;城市广场,海傍北路,里水镇,113.172727,23.085796,4.1,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFGJUPSP,岑氏宗祠,人文古迹,风景名胜;风景名胜;寺庙道观,儒溪小学附近,西樵镇,112.953257,22.902336,4,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B02F5042MP,严氏宗祠,人文古迹,风景名胜;风景名胜;寺庙道观,中街与工业大道东交叉口西200米,狮山镇,113.008989,23.141172,3.9,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFHP1BRN,东山麦公祠,人文古迹,风景名胜;风景名胜;寺庙道观,西线路与桂和公路交叉口西南240米,大沥镇,113.114084,23.197581,4,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFG1FMAZ,环四社址,人文古迹,风景名胜;风景名胜相关;旅游景点,环四新路与夏南路交叉口东北80米,桂城街道,113.177929,23.046234,4.1,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFHDMBVD,珍奇植物园,公园绿地,风景名胜;公园广场;植物园,狮山镇兴业西路17号佛山植物园,狮山镇,112.993892,23.098207,3.5,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFH3XLIE,钟氏大宗祠,人文古迹,风景名胜;风景名胜;风景名胜,钟边大道大沥镇钟边学校,大沥镇,113.113536,23.097179,3.9,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFG061WV,南国桃园-南海观音寺-土地庙,宗教场所,风景名胜;风景名胜;寺庙道观,凤凰路1号南海观音寺内,大沥镇,113.108277,23.175545,3.7,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFG05JKG,南国桃园-南海观音寺-姻缘树,宗教场所,风景名胜;风景名胜;风景名胜,南海观音寺内(北侧),大沥镇,113.108664,23.176622,3.7,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFFEO02X,西樵山国艺影视城-地藏菩萨,宗教场所,风景名胜;风景名胜;寺庙道观,西樵山国艺影视城内(东侧),西樵镇,112.976298,22.907376,3.4,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B02F50U8YA,吕氏宗祠,人文古迹,风景名胜;风景名胜相关;旅游景点,甫大街,大沥镇,113.091267,23.234989,3.7,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B02F503YRA,万氏大宗祠,人文古迹,风景名胜;风景名胜;寺庙道观,工业大道东1号,大沥镇,113.080053,23.179928,3.9,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFJ8L54R,仙湖音乐喷泉广场,公园绿地,风景名胜;公园广场;公园广场,祈福湖滨南岸东北(湖景路北),狮山镇,112.890483,23.052763,4.3,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFIKDTX5,天空之眼摩天轮(金沙洲万达广场),休闲娱乐,体育休闲服务;休闲场所;游乐场|风景名胜;公园广场;公园,浪险猴天地6层,里水镇,113.197274,23.140697,4.4,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFHF702W,梦里水乡百花园,公园绿地,风景名胜;风景名胜;风景名胜,佛山一环高速入口,里水镇,113.174503,23.226727,4.4,api,FALSE,FALSE,,,旅游景点,自然景观,TRUE
B0FFGX05AY,西樵山风景名胜区-樵园公园,公园绿地,风景名胜;风景名胜相关;旅游景点,西樵镇环山大道西樵山风景名胜区内(北侧),西樵镇,112.965614,22.936377,4.2,api,FALSE,TRUE,,奎光楼;白云古寺;白云洞摩崖石刻;字祖庙;第弌洞天牌坊;湖山胜迹门楼;象林塔;云泉仙馆;小云亭;枕流亭,旅游景点,自然景观,TRUE
B0FFGRN2SF,茶花园,自然景观,风景名胜;风景名胜相关;旅游景点,西樵镇山南路西樵山风景名胜区内(西北角),西樵镇,112.964862,22.933524,4,api,FALSE,TRUE,,白云洞摩崖石刻;第弌洞天牌坊;字祖庙;湖山胜迹门楼;白云古寺;奎光楼;云泉仙馆;象林塔;小云亭;枕流亭;光分亭,旅游景点,自然景观,TRUE
B02F50YCH3,罗村中心广场,公园绿地,风景名胜;公园广场;城市广场,桂丹路与罗湖中路交叉口西200米,狮山镇,113.053367,23.060848,4.5,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B02F507H6Q,盐步公园,公园绿地,风景名胜;公园广场;公园,大沥镇盐步环镇路(近盐步丽景酒家),大沥镇,113.182242,23.089336,4.5,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B02F50X8WM,小塘公园,公园绿地,风景名胜;公园广场;公园,狮山镇小塘办事处,狮山镇,112.982834,23.090166,4.4,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B02F5076G7,𧒽岗公园,公园绿地,风景名胜;公园广场;公园,桂城街道佛平二路,桂城街道,113.148454,23.04372,4.6,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B0FFG2ERMT,九龙公园,公园绿地,风景名胜;公园广场;公园,广佛路12号(岭南公交站旁),里水镇,113.147827,23.109498,4.6,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B0FFGI15WQ,文翰湖公园,公园绿地,风景名胜;公园广场;公园,环岛南路橹尾橇水道北侧,桂城街道,113.239334,23.015086,4.6,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B02F5079WX,桂城儿童公园,公园绿地,风景名胜;公园广场;公园,南港路60号,桂城街道,113.209412,23.037355,4.7,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B02F5077X7,南海全民健身体育公园,公园绿地,风景名胜;公园广场;公园,桂江立交桥附近,桂城街道,113.143198,23.069368,4.5,api,FALSE,FALSE,,,风景名胜,自然景观,FALSE
B0FFF4FNIM,孝德湖公园,公园绿地,风景名胜;公园广场;公园|风景名胜;风景名胜;风景名胜,机场西路与北湖三路交汇处附近,狮山镇,113.059408,23.069717,4.6,api,FALSE,FALSE,,,风景名胜,自然景观,FALSE
B02F50YS3U,三山森林公园,公园绿地,风景名胜;公园广场;公园|风景名胜;风景名胜;风景名胜,,桂城街道,113.227994,23.031471,4.6,api,FALSE,FALSE,,,风景名胜,自然景观,FALSE
B02F508S6H,河村公园,公园绿地,风景名胜;公园广场;公园,西紫村东街22号,里水镇,113.161808,23.180423,4.4,api,FALSE,FALSE,,,风景名胜,自然景观,FALSE
B0I6JAZCBW,桂城滨江公园,公园绿地,风景名胜;公园广场;公园,滨江公园,桂城街道,113.16354,23.072984,4.4,api,FALSE,FALSE,,,风景名胜,自然景观,FALSE
B0FFIUK5ZQ,千灯湖公园北区,公园绿地,风景名胜;公园广场;公园广场,南七路,桂城街道,113.147039,23.069885,4.5,api,FALSE,FALSE,,,风景名胜,自然景观,FALSE
B02F50UO1V,官窑文化广场,公园绿地,风景名胜;公园广场;城市广场,官窑瑶平路,狮山镇,113.077973,23.222205,4.4,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B0FFHJ45NL,天湖公园,公园绿地,风景名胜;公园广场;公园,西樵镇山南路西樵山风景名胜区内(西北角),西樵镇,112.96723,22.929192,4.2,api,FALSE,TRUE,,西樵山天湖;枕流亭;小云亭;云泉仙馆;湖山胜迹门楼,风景名胜,自然景观,TRUE
B02F505DOJ,松岗文化公园,公园绿地,风景名胜;公园广场;公园,松岗大道6号,大沥镇,113.104572,23.136613,4.3,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B02F50XH7S,曹边休闲广场,公园绿地,风景名胜;公园广场;城市广场,大沥曹边工业区,大沥镇,113.099818,23.085641,4.4,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B02F50YS3L,兴贤党群文化广场,公园绿地,风景名胜;公园广场;城市广场,大沥镇贤谭路西50米,大沥镇,113.0781,23.122057,4.3,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B0KD1UCTS7,佛山海洋馆,文化场馆,风景名胜;公园广场;水族馆,大沥镇水头工业南路2号粤和商业楼1座首层3号,大沥镇,113.139366,23.091223,4.5,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B0FFFSH0VD,洲村公园,公园绿地,风景名胜;公园广场;公园,里水镇二横路1号,里水镇,113.199093,23.179736,4.3,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B02F50WJ4R,映月湖公园,公园绿地,风景名胜;公园广场;公园,南港路富景花园隔壁,桂城街道,113.196447,23.039077,4.4,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B02F507B1N,大基尾公园,公园绿地,风景名胜;公园广场;公园,大沥镇,大沥镇,113.153613,23.088132,4.3,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B0JAXH5P1A,博爱湖东草坪广场,公园绿地,风景名胜;公园广场;城市广场,人民西路8号,狮山镇,112.991254,23.126214,4.3,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B0FFFV3BG0,听音广场,公园绿地,风景名胜;公园广场;公园广场,锦湖大道,西樵镇,112.957817,22.936726,4.3,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B0FFFH2PSL,黄岐公园,公园绿地,风景名胜;公园广场;公园,北环东路黄岐商业步行街附近,大沥镇,113.192686,23.12078,4.4,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
B0FFGZMQ3X,礌岗公园-千灯湖活水公园,公园绿地,风景名胜;公园广场;公园,桂澜中路与海三路交叉口,桂城街道,113.148289,23.04705,4.3,api,FALSE,FALSE,,,风景名胜,自然景观,FALSE
B02F508NQH,沿江公园,公园绿地,风景名胜;公园广场;公园,里水镇滨江东路6号梦里水乡景区(东北角),里水镇,113.166044,23.194936,3.7,api,FALSE,FALSE,,,风景名胜,自然景观,FALSE
B0FFKUREHD,展旗峰生态公园,公园绿地,风景名胜;公园广场;公园,里水镇里水大道南翠林豪庭西南240米,里水镇,113.149032,23.151143,4.6,api,FALSE,FALSE,,,风景名胜,自然景观,FALSE
B0G12CLO7V,半月岛生态公园(南海段),公园绿地,风景名胜;公园广场;公园,石肯半月岛8号,桂城街道,113.165089,22.99806,4.4,api,FALSE,FALSE,,,风景名胜,自然景观,TRUE
